Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age,Mileage_per_Year
Toyota,Camry,2020,Saudi,Brown,Standard,2.5,Gas,Automatic,37000,Riyadh,80000.0,5,6166.666666666667
Toyota,Hilux,2014,Saudi,White,Standard,2.5,Gas,Manual,125000,Riyadh,40000.0,11,10416.666666666666
Ford,Taurus,2019,Saudi,Black,Standard,2.0,Gas,Automatic,49000,Riyadh,82000.0,6,7000.0
Toyota,Camry,2019,Saudi,Black,Standard,2.5,Gas,Automatic,48000,Riyadh,80000.0,6,6857.142857142857
Hyundai,Sonata,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,116000,Riyadh,55000.0,7,14500.0
Ford,Expedition,2013,Saudi,White,Standard,5.4,Gas,Automatic,235000,Riyadh,50000.0,12,18076.923076923078
Nissan,Patrol,2015,Saudi,Another Color,Full,5.6,Gas,Automatic,228000,Riyadh,130000.0,10,20727.272727272728
Toyota,Ciocca,2009,Saudi,Grey,Full,5.7,Gas,Automatic,343000,Riyadh,60000.0,16,20176.470588235294
Chevrolet,Tahoe,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,233000,Riyadh,98000.0,10,21181.81818181818
Toyota,Land Cruiser Pickup,2018,Saudi,Another Color,Standard,4.0,Gas,Manual,98000,Riyadh,105000.0,7,12250.0
Genesis,G80,2019,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,50000,Riyadh,125000.0,6,7142.857142857143
Renault,Duster,2017,Saudi,White,Standard,2.0,Gas,Automatic,49597,Riyadh,27500.0,8,5510.777777777777
Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,37644,Riyadh,27500.0,5,6274.0
Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,55531,Riyadh,27500.0,5,9255.166666666666
Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,49214,Riyadh,27500.0,5,8202.333333333334
Mercedes,GLC,2017,Gulf Arabic,White,Full,2.0,Gas,Manual,143000,Riyadh,155000.0,8,15888.888888888889
Chevrolet,Impala,2017,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,89000,Riyadh,62000.0,8,9888.888888888889
Kia,Carnival,2016,Other,Golden,Semi Full,2.0,Gas,Automatic,118000,Riyadh,59000.0,9,11800.0
Honda,Accord,2018,Gulf Arabic,Silver,Semi Full,1.5,Gas,Automatic,38000,Riyadh,87000.0,7,4750.0
Toyota,Camry,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,62000,Riyadh,75000.0,9,6200.0
Mercedes,C,2015,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,173000,Riyadh,108000.0,10,15727.272727272728
Geely,EC8,2012,Saudi,Black,Full,2.3,Gas,Automatic,200000,Riyadh,11500.0,13,14285.714285714286
Lexus,ES,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,45000,Riyadh,112000.0,9,4500.0
HAVAL,H6,2020,Saudi,Black,Full,2.0,Gas,Automatic,2000,Jeddah,69000.0,5,333.3333333333333
Chrysler,300,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,16000,Riyadh,90000.0,9,1600.0
Ford,Flex,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,110000,Riyadh,67000.0,8,12222.222222222223
Nissan,Patrol,2016,Gulf Arabic,Black,Full,4.0,Gas,Automatic,92000,Riyadh,175000.0,9,9200.0
Mercedes,E,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,114000,Riyadh,106000.0,9,11400.0
Kia,Optima,2017,Gulf Arabic,Brown,Standard,2.4,Gas,Automatic,75000,Riyadh,48000.0,8,8333.333333333334
GMC,Yukon,2017,Gulf Arabic,Bronze,Semi Full,5.3,Gas,Automatic,96000,Riyadh,145000.0,8,10666.666666666666
BMW,The 7,2017,Gulf Arabic,Navy,Full,2.0,Gas,Automatic,87000,Riyadh,175000.0,8,9666.666666666666
Chevrolet,Impala,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,114000,Riyadh,65000.0,9,11400.0
Ford,Explorer,2016,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,111000,Riyadh,75000.0,9,11100.0
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,81000,Riyadh,62000.0,9,8100.0
Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,78000,Riyadh,57000.0,9,7800.0
Chevrolet,Tahoe,2016,Gulf Arabic,Golden,Semi Full,5.3,Gas,Automatic,97000,Riyadh,135000.0,9,9700.0
Chevrolet,Spark,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,63744,Riyadh,25000.0,6,9106.285714285714
Nissan,Z370,2015,Saudi,Red,Semi Full,3.7,Gas,Automatic,111075,Jazan,80000.0,10,10097.727272727272
Ford,Victoria,2006,Saudi,Oily,Standard,4.6,Gas,Automatic,320000,Taef,19500.0,19,16000.0
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,180818,Riyadh,27500.0,8,20090.88888888889
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,144024,Riyadh,27500.0,8,16002.666666666666
Changan,Seven,2020,Saudi,Red,Standard,1.5,Gas,Automatic,47528,Riyadh,28500.0,5,7921.333333333333
Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,36833,Riyadh,28500.0,5,6138.833333333333
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,71000,Riyadh,38000.0,7,8875.0
Hyundai,Sonata,2018,Other,White,Full,2.0,Gas,Automatic,65239,Qassim,67000.0,7,8154.875
Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,131000,Jeddah,35000.0,7,16375.0
Ford,Expedition,2008,Saudi,Blue,Semi Full,5.4,Gas,Automatic,346000,Dammam,27000.0,17,19222.222222222223
Genesis,G80,2016,Other,White,Full,3.8,Gas,Automatic,124000,Riyadh,86000.0,9,12400.0
Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,121000,Jeddah,48000.0,7,15125.0
Genesis,Royal,2015,Saudi,Black,Full,5.0,Gas,Automatic,98000,Riyadh,111000.0,10,8909.09090909091
Kia,Carnival,2009,Saudi,Another Color,Standard,3.5,Gas,Automatic,126000,Dammam,20000.0,16,7411.764705882353
Lexus,ES,2019,Other,Black,Full,3.5,Gas,Automatic,40000,Dammam,185000.0,6,5714.285714285715
Mitsubishi,Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,68000,Al-Medina,26500.0,7,8500.0
Ford,Focus,2014,Saudi,Black,Standard,1.5,Gas,Automatic,75000,Riyadh,21000.0,11,6250.0
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,106000,Dammam,79000.0,12,8153.846153846154
Chevrolet,Impala,2016,Saudi,White,Standard,3.5,Gas,Automatic,91000,Dammam,55000.0,9,9100.0
Toyota,Furniture,2014,Saudi,White,Standard,2.7,Gas,Automatic,127000,Jeddah,57000.0,11,10583.333333333334
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,79968,Riyadh,29000.0,7,9996.0
Toyota,Yaris,2015,Saudi,Black,Full,1.5,Gas,Automatic,203429,Riyadh,29000.0,10,18493.545454545456
Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,93788,Riyadh,29000.0,7,11723.5
Renault,Duster,2018,Saudi,Black,Standard,2.0,Gas,Automatic,164169,Riyadh,29500.0,7,20521.125
GMC,Sierra,2020,Saudi,Navy,Standard,5.3,Gas,Automatic,17000,Dammam,156000.0,5,2833.3333333333335
Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,34000,Riyadh,158000.0,6,4857.142857142857
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,170000,Jeddah,26000.0,8,18888.88888888889
Ford,Explorer,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,160000,Al-Ahsa,65000.0,10,14545.454545454546
Nissan,X-Trail,2006,Saudi,White,Standard,2.5,Gas,Automatic,238000,Dammam,13000.0,19,11900.0
Toyota,Land Cruiser,2015,Saudi,Black,Full,5.7,Gas,Automatic,119000,Dammam,180000.0,10,10818.181818181818
Chevrolet,Tahoe,2015,Other,Black,Full,5.7,Gas,Automatic,168000,Dammam,110000.0,10,15272.727272727272
Honda,Accord,2019,Gulf Arabic,White,Full,2.0,Gas,Automatic,45000,Riyadh,102000.0,6,6428.571428571428
Nissan,Land Cruiser Pickup,2016,Saudi,White,Full,4.0,Gas,Automatic,44000,Riyadh,95000.0,9,4400.0
Subaru,Forester,2010,Saudi,White,Standard,2.4,Gas,Automatic,113000,Dammam,18500.0,15,7062.5
Zhengzhou,Pick up,2020,Saudi,White,Semi Full,2.4,Gas,Manual,13800,Sabya,35000.0,5,2300.0
Toyota,Ciocca,2009,Saudi,White,Semi Full,5.7,Gas,Automatic,275000,Makkah,55000.0,16,16176.470588235294
Renault,Duster,2018,Saudi,Oily,Standard,2.0,Gas,Automatic,53811,Riyadh,29500.0,7,6726.375
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,93049,Riyadh,29500.0,6,13292.714285714286
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,87042,Riyadh,29500.0,6,12434.57142857143
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,85093,Riyadh,29500.0,6,12156.142857142857
BMW,The 4,2015,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,122000,Riyadh,110000.0,10,11090.90909090909
Lexus,GS,2017,Gulf Arabic,Black,Full,1.0,Gas,Automatic,78000,Riyadh,170000.0,8,8666.666666666666
Mitsubishi,Pajero,2018,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,56525,Riyadh,78000.0,7,7065.625
Hyundai,Sonata,2016,Gulf Arabic,Blue,Full,2.4,Gas,Automatic,76000,Riyadh,68000.0,9,7600.0
Mercedes,C,2016,Gulf Arabic,Grey,Full,2.0,Gas,Automatic,119000,Riyadh,130000.0,9,11900.0
Chrysler,C300,2018,Gulf Arabic,Black,Full,5.7,Gas,Automatic,49000,Riyadh,135000.0,7,6125.0
MINI,Copper,2016,Gulf Arabic,Black,Full,2.0,Gas,Automatic,42000,Riyadh,95000.0,9,4200.0
Chevrolet,Impala,2019,Gulf Arabic,White,Semi Full,3.6,Gas,Automatic,84000,Riyadh,77000.0,6,12000.0
Toyota,Avalon,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,53000,Riyadh,118000.0,8,5888.888888888889
GMC,Acadia,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,106000,Riyadh,75000.0,9,10600.0
GMC,Sierra,2020,Gulf Arabic,Grey,Full,5.3,Gas,Automatic,32000,Riyadh,158000.0,5,5333.333333333333
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,95000,Riyadh,141000.0,8,10555.555555555555
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,39000,Riyadh,160000.0,8,4333.333333333333
Honda,City,2016,Saudi,Black,Full,4.0,Gas,Automatic,51000,Riyadh,41000.0,9,5100.0
Mitsubishi,Pajero,2018,Gulf Arabic,Golden,Full,3.5,Gas,Automatic,56000,Riyadh,76000.0,7,7000.0
Chevrolet,Tahoe,2017,Gulf Arabic,White,Full,5.3,Gas,Automatic,73000,Riyadh,142000.0,8,8111.111111111111
Toyota,Prado,2017,Gulf Arabic,White,Full,4.0,Gas,Automatic,39000,Riyadh,151000.0,8,4333.333333333333
Kia,Cadenza,2019,Gulf Arabic,White,Semi Full,3.3,Gas,Manual,72000,Riyadh,88000.0,6,10285.714285714286
Ford,Echo Sport,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,2700,Riyadh,55000.0,5,450.0
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,123291,Riyadh,29500.0,6,17613.0
Renault,Duster,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,117719,Riyadh,29500.0,7,14714.875
Ford,Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,51717,Jeddah,29500.0,6,7388.142857142857
Ford,Vego,2019,Saudi,Black,Standard,1.5,Gas,Automatic,26323,Jeddah,29500.0,6,3760.4285714285716
Mercedes,CLA,2017,Saudi,Red,Full,2.0,Gas,Automatic,103000,Riyadh,110000.0,8,11444.444444444445
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,75000,Riyadh,125000.0,8,8333.333333333334
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,24000,Riyadh,160000.0,8,2666.6666666666665
Chevrolet,Tahoe,2017,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000,Riyadh,168000.0,8,6111.111111111111
Land Rover,Range Rover,2018,Saudi,White,Full,3.8,Gas,Automatic,26000,Riyadh,170000.0,7,3250.0
BMW,The 5,2016,Gulf Arabic,White,Full,2.0,Gas,Automatic,105000,Riyadh,85000.0,9,10500.0
Toyota,Camry,2016,Gulf Arabic,Black,Semi Full,2.5,Gas,Automatic,83000,Riyadh,72000.0,9,8300.0
Hyundai,Sonata,2019,Gulf Arabic,White,Standard,2.4,Gas,Automatic,35000,Riyadh,64000.0,6,5000.0
Chevrolet,Silverado,2017,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,110000,Riyadh,107000.0,8,12222.222222222223
Audi,A5,2016,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,90000,Riyadh,115000.0,9,9000.0
Hyundai,Senta fe,2016,Gulf Arabic,White,Semi Full,3.3,Gas,Automatic,12000,Riyadh,79000.0,9,1200.0
Chevrolet,Tahoe,2016,Saudi,White,Semi Full,5.3,Gas,Automatic,197000,Riyadh,92000.0,9,19700.0
Jeep,Cherokee,2016,Gulf Arabic,Grey,Full,2.4,Gas,Automatic,81000,Riyadh,88000.0,9,8100.0
Toyota,Camry,2018,Gulf Arabic,White,Full,2.5,Gas,Automatic,42000,Riyadh,95000.0,7,5250.0
Nissan,Altima,2018,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,48000,Riyadh,68000.0,7,6000.0
BMW,X,2016,Gulf Arabic,White,Full,4.4,Gas,Automatic,130000,Riyadh,160000.0,9,13000.0
Nissan,Patrol,2015,Saudi,Grey,Semi Full,4.8,Gas,Automatic,134000,Riyadh,135000.0,10,12181.818181818182
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,100000,Riyadh,115000.0,8,11111.111111111111
MINI,Copper,2018,Saudi,Silver,Full,3.5,Gas,Manual,59000,Riyadh,85000.0,7,7375.0
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,85000,Riyadh,141000.0,8,9444.444444444445
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,75000,Riyadh,141000.0,8,8333.333333333334
Chevrolet,Impala,2019,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,85000,Riyadh,68500.0,6,12142.857142857143
Toyota,FJ,2020,Saudi,Grey,Standard,4.0,Gas,Automatic,46000,Riyadh,135000.0,5,7666.666666666667
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,106818,Riyadh,29500.0,7,13352.25
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,103461,Riyadh,30000.0,8,11495.666666666666
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,110448,Riyadh,30000.0,8,12272.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,143021,Riyadh,30000.0,8,15891.222222222223
Chevrolet,Suburban,2018,Gulf Arabic,Black,Full,3.5,Gas,Automatic,48000,Riyadh,163000.0,7,6000.0
Chevrolet,Impala,2019,Gulf Arabic,Black,Semi Full,3.6,Gas,Automatic,85000,Riyadh,73000.0,6,12142.857142857143
Honda,Odyssey,2016,Gulf Arabic,Black,Full,3.5,Gas,Automatic,80000,Riyadh,72000.0,9,8000.0
Nissan,Altima,2019,Gulf Arabic,White,Full,2.5,Gas,Automatic,1000,Riyadh,115000.0,6,142.85714285714286
Genesis,G80,2017,Gulf Arabic,Black,Full,3.8,Gas,Automatic,66000,Riyadh,119000.0,8,7333.333333333333
Mercedes,C,2017,Gulf Arabic,White,Full,2.0,Gas,Automatic,120000,Riyadh,143000.0,8,13333.333333333334
Mercedes,E,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,120000,Riyadh,135000.0,9,12000.0
Lexus,RX,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,59000,Riyadh,188000.0,8,6555.555555555556
Hyundai,Sonata,2019,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,28000,Riyadh,68000.0,6,4000.0
Hyundai,Senta fe,2015,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,350000,Riyadh,52000.0,10,31818.18181818182
Chevrolet,Tahoe,2010,Saudi,Bronze,Full,5.3,Gas,Automatic,292000,Riyadh,55000.0,15,18250.0
Chevrolet,Suburban,2018,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,58000,Riyadh,170000.0,7,7250.0
Kia,Optima,2018,Gulf Arabic,White,Standard,2.0,Gas,Automatic,48000,Riyadh,67000.0,7,6000.0
Jeep,Wrangler,2017,Gulf Arabic,Green,Full,3.6,Gas,Automatic,42000,Riyadh,110000.0,8,4666.666666666667
Mercedes,CLA,2019,Gulf Arabic,White,Full,3.5,Gas,Automatic,28000,Riyadh,149000.0,6,4000.0
GMC,Yukon,2016,Gulf Arabic,Bronze,Standard,5.3,Gas,Automatic,88000,Riyadh,141000.0,9,8800.0
Ford,Expedition,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,81000,Riyadh,88000.0,9,8100.0
Hyundai,Sonata,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,38000,Riyadh,63000.0,9,3800.0
Lexus,ES,2015,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,104000,Riyadh,105000.0,10,9454.545454545454
Chevrolet,Impala,2014,Saudi,Black,Semi Full,3.6,Gas,Automatic,189000,Dammam,40000.0,11,15750.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,173700,Riyadh,30000.0,8,19300.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,207135,Riyadh,30000.0,8,23015.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,114250,Riyadh,30000.0,8,12694.444444444445
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,197990,Riyadh,30000.0,8,21998.88888888889
Cadillac,XT5,2017,Gulf Arabic,White,Full,3.6,Gas,Automatic,91000,Riyadh,130000.0,8,10111.111111111111
Jeep,Wrangler,2018,Gulf Arabic,Orange,Standard,3.0,Gas,Manual,40000,Riyadh,115000.0,7,5000.0
GMC,Acadia,2016,Saudi,Black,Semi Full,3.5,Gas,Automatic,148000,Riyadh,70000.0,9,14800.0
GMC,Yukon,2016,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000,Riyadh,175000.0,9,5500.0
Chevrolet,Cruze,2016,Gulf Arabic,White,Semi Full,1.6,Gas,Automatic,52000,Riyadh,45000.0,9,5200.0
Mercedes,GLC,2018,Gulf Arabic,White,Full,3.5,Gas,Automatic,51000,Riyadh,185000.0,7,6375.0
Kia,Optima,2015,Gulf Arabic,White,Full,2.4,Gas,Automatic,79680,Riyadh,49000.0,10,7243.636363636364
Kia,Cadenza,2018,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,69000,Riyadh,95000.0,7,8625.0
GMC,Yukon,2016,Gulf Arabic,Black,Full,5.3,Gas,Automatic,61000,Riyadh,165000.0,9,6100.0
GMC,Sierra,2011,Saudi,White,Standard,6.0,Gas,Automatic,231000,Riyadh,45000.0,14,15400.0
Ford,Explorer,2016,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,53000,Riyadh,113000.0,9,5300.0
GMC,Sierra,2020,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,37000,Riyadh,159000.0,5,6166.666666666667
Lexus,ES,2016,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,92000,Riyadh,115000.0,9,9200.0
Toyota,Land Cruiser,2016,Gulf Arabic,White,Full,5.7,Gas,Automatic,42000,Riyadh,138000.0,9,4200.0
Mercedes,C,2015,Gulf Arabic,White,Full,2.0,Gas,Automatic,54000,Riyadh,120000.0,10,4909.090909090909
Chevrolet,Tahoe,2016,Saudi,White,Full,5.3,Gas,Automatic,146000,Riyadh,118000.0,9,14600.0
Nissan,Navara,2015,Saudi,White,Full,2.5,Gas,Manual,83000,Jeddah,45000.0,10,7545.454545454545
Toyota,Furniture,2013,Saudi,Golden,Standard,2.7,Gas,Automatic,350000,Riyadh,50000.0,12,26923.076923076922
Daihatsu,Gran Max,2014,Saudi,White,Standard,1.5,Gas,Manual,254000,Riyadh,25000.0,11,21166.666666666668
Toyota,Corolla,2020,Saudi,Another Color,Standard,1.6,Gas,Automatic,16479,Riyadh,56000.0,5,2746.5
Toyota,Avalon,2013,Saudi,Red,Full,3.5,Gas,Automatic,169000,Aseer,75000.0,12,13000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,125848,Riyadh,30000.0,8,13983.111111111111
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,132567,Riyadh,30000.0,8,14729.666666666666
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,76938,Riyadh,30000.0,8,8548.666666666666
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,114482,Riyadh,30000.0,8,12720.222222222223
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,105499,Riyadh,25000.0,7,13187.375
Hyundai,Accent,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,105444,Riyadh,33000.0,6,15063.42857142857
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,183000,Riyadh,27000.0,8,20333.333333333332
Toyota,Furniture,2019,Saudi,Grey,Full,3.0,Gas,Automatic,18448,Riyadh,130000.0,6,2635.4285714285716
Chevrolet,Aveo,2017,Saudi,White,Standard,1.5,Gas,Automatic,118000,Riyadh,20000.0,8,13111.111111111111
Toyota,Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,62000,Riyadh,35000.0,7,7750.0
Chevrolet,Spark,2019,Saudi,White,Standard,1.4,Gas,Automatic,96342,Riyadh,25000.0,6,13763.142857142857
Land Rover,Range Rover,2006,Saudi,Blue,Full,4.4,Gas,Automatic,289000,Riyadh,20000.0,19,14450.0
Honda,Civic,2019,Saudi,White,Semi Full,1.6,Gas,Automatic,41000,Jeddah,67000.0,6,5857.142857142857
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,168347,Riyadh,30000.0,8,18705.222222222223
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,86871,Riyadh,30500.0,6,12410.142857142857
Kia,Soul,2014,Saudi,Green,Semi Full,1.6,Gas,Automatic,157603,Riyadh,31500.0,11,13133.583333333334
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,87995,Riyadh,31500.0,8,9777.222222222223
Toyota,Furniture,2017,Saudi,White,Semi Full,4.0,Gas,Automatic,37800,Jeddah,106000.0,8,4200.0
Renault,Fluence,2015,Saudi,White,Standard,1.6,Gas,Manual,280,Al-Baha,18000.0,10,25.454545454545453
Toyota,Rav4,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,88000,Dammam,77000.0,7,11000.0
Hyundai,Azera,2019,Saudi,Navy,Full,3.5,Gas,Automatic,64000,Riyadh,94000.0,6,9142.857142857143
Hyundai,Senta fe,2016,Saudi,Grey,Semi Full,3.3,Gas,Automatic,149000,Dammam,47000.0,9,14900.0
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,175000,Jeddah,77000.0,9,17500.0
Hyundai,Sonata,2018,Saudi,Black,Semi Full,2.4,Gas,Automatic,117000,Riyadh,63000.0,7,14625.0
Kia,Sportage,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,190000,Riyadh,53000.0,8,21111.11111111111
Toyota,Rav4,2016,Saudi,White,Full,2.0,Gas,Automatic,216000,Riyadh,60000.0,9,21600.0
Honda,Accord,2014,Saudi,White,Full,2.4,Gas,Automatic,223000,Riyadh,48000.0,11,18583.333333333332
Toyota,Furniture,2019,Saudi,White,Semi Full,3.0,Gas,Automatic,40000,Riyadh,93000.0,6,5714.285714285715
Lexus,ES,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,78000,Riyadh,115000.0,9,7800.0
Toyota,Hilux,2018,Saudi,White,Standard,2.7,Gas,Manual,132000,Riyadh,77000.0,7,16500.0
Mitsubishi,Montero,2017,Saudi,Another Color,Full,3.3,Gas,Automatic,199000,Riyadh,73000.0,8,22111.11111111111
Genesis,Prestige,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,293000,Riyadh,77000.0,9,29300.0
Hyundai,Tucson,2016,Saudi,Grey,Semi Full,2.0,Gas,Automatic,190000,Riyadh,54000.0,9,19000.0
Toyota,Innova,2018,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,340000,Riyadh,67000.0,7,42500.0
Genesis,G80,2018,Saudi,Navy,Semi Full,3.8,Gas,Automatic,160000,Riyadh,100000.0,7,20000.0
Kia,Sportage,2017,Saudi,Silver,Full,2.4,Gas,Automatic,125000,Riyadh,65000.0,8,13888.888888888889
Toyota,Land Cruiser Pickup,2014,Saudi,Golden,Semi Full,3.0,Gas,Manual,175000,Riyadh,72000.0,11,14583.333333333334
Hyundai,Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Riyadh,36000.0,8,31666.666666666668
Mazda,CX9,2016,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,230000,Riyadh,50000.0,9,23000.0
Toyota,Yaris,2018,Saudi,Red,Standard,1.5,Gas,Automatic,117313,Jeddah,32500.0,7,14664.125
Nissan,Sentra,2016,Saudi,Bronze,Standard,1.6,Gas,Automatic,115480,Riyadh,32500.0,9,11548.0
Renault,Dokker,2019,Saudi,White,Standard,1.6,Gas,Manual,119588,Riyadh,34000.0,6,17084.0
Toyota,Camry,2009,Saudi,Blue,Full,2.4,Gas,Automatic,317,Jeddah,22000.0,16,18.647058823529413
Genesis,Prestige,2016,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,203000,Riyadh,78000.0,9,20300.0
Lexus,LX,2014,Saudi,Black,Full,5.7,Gas,Automatic,220000,Riyadh,180000.0,11,18333.333333333332
Hyundai,Veloster,2019,Saudi,Yellow,Full,2.0,Gas,Automatic,63000,Riyadh,62000.0,6,9000.0
Kia,Cadenza,2017,Saudi,White,Standard,3.0,Gas,Automatic,175000,Riyadh,50000.0,8,19444.444444444445
Mazda,6,2016,Saudi,Brown,Standard,2.5,Gas,Automatic,140000,Riyadh,40000.0,9,14000.0
Hyundai,Sonata,2020,Saudi,Golden,Semi Full,2.5,Gas,Automatic,12000,Riyadh,78000.0,5,2000.0
Hyundai,Senta fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,62000,Riyadh,55000.0,9,6200.0
Hyundai,Genesis,2017,Saudi,Bronze,Full,5.0,Gas,Automatic,106000,Riyadh,90000.0,8,11777.777777777777
Hyundai,Sonata,2018,Saudi,Silver,Full,2.4,Gas,Automatic,135000,Riyadh,58000.0,7,16875.0
Toyota,Yaris,2017,Saudi,White,Standard,1.6,Gas,Automatic,167000,Riyadh,29000.0,8,18555.555555555555
